,date,open,close,high,low,volume,code
0,2010-03-05,13.872,13.425,14.181,13.271,137646.1,002365
1,2010-03-08,13.937,13.549,14.177,13.465,76677.06,002365
2,2010-03-09,13.194,13.583,13.715,12.67,71794.38,002365
3,2010-03-10,13.348,13.142,13.499,13.071,31102.75,002365
4,2010-03-11,13.132,13.21,13.425,12.775,40903.46,002365
5,2010-03-12,13.065,13.296,13.527,12.849,42971.69,002365
6,2010-03-15,13.225,12.988,13.268,12.923,19156.56,002365
7,2010-03-16,12.901,12.578,13.04,12.294,32720.43,002365
8,2010-03-17,12.608,12.747,12.87,12.485,28549.06,002365
9,2010-03-18,12.729,12.485,12.744,12.331,22246.04,002365
10,2010-03-19,12.448,12.516,12.627,12.43,13667.45,002365
11,2010-03-22,12.485,12.661,12.744,12.457,16433.78,002365
12,2010-03-23,12.67,12.488,12.698,12.433,13807.83,002365
13,2010-03-24,12.5,12.778,12.824,12.331,27214.14,002365
14,2010-03-25,12.763,12.947,13.04,12.655,28892.64,002365
15,2010-03-26,12.796,12.682,12.852,12.547,16916.83,002365
16,2010-03-29,12.713,12.787,12.8,12.55,14422.58,002365
17,2010-03-30,12.747,13.037,13.194,12.747,24426.55,002365
18,2010-03-31,13.037,13.114,13.293,12.978,25838.29,002365
19,2010-04-01,13.102,13.151,13.379,13.049,26623.06,002365
20,2010-04-02,13.055,13.049,13.185,12.947,15127.02,002365
21,2010-04-06,13.102,13.376,13.376,12.978,17305.53,002365
22,2010-04-07,13.542,13.539,13.641,13.302,21433.33,002365
23,2010-04-08,13.542,13.163,13.561,13.139,21858.52,002365
24,2010-04-09,13.111,13.182,13.243,13.102,13246.4,002365
25,2010-04-12,13.197,13.089,13.253,12.975,20689.84,002365
26,2010-04-13,13.123,12.596,13.247,12.269,26421.4,002365
27,2010-04-14,12.516,13.086,13.185,12.39,21682.13,002365
28,2010-04-15,13.092,12.79,13.342,12.645,14814.18,002365
29,2010-04-16,12.701,12.744,12.978,12.439,8801.01,002365
30,2010-04-19,12.645,12.356,12.744,12.356,11483.64,002365
31,2010-04-20,12.423,12.131,12.482,11.887,16869.69,002365
32,2010-04-21,12.131,12.405,12.423,12.023,13047.95,002365
33,2010-04-22,12.297,12.46,12.63,12.238,11251.4,002365
34,2010-04-23,12.42,12.235,12.547,12.171,11484.52,002365
35,2010-04-26,12.208,12.55,12.608,12.201,10996.97,002365
36,2010-04-27,12.519,12.127,12.519,11.906,10140.34,002365
37,2010-04-28,12.084,12.232,12.322,11.955,5511.61,002365
38,2010-04-29,12.232,12.288,12.571,12.232,8502.39,002365
