,date,open,close,high,low,volume,code
0,2015-03-19,8.897,10.675,10.675,8.897,539.0,002748
1,2015-03-20,11.745,11.745,11.745,11.745,127.0,002748
2,2015-03-23,12.921,12.921,12.921,12.921,159.0,002748
3,2015-03-24,14.213,14.213,14.213,14.213,528.0,002748
4,2015-03-25,15.634,15.634,15.634,15.634,1126.0,002748
5,2015-03-26,17.196,17.196,17.196,17.196,8846.0,002748
6,2015-03-27,16.868,16.145,17.196,15.798,160498.29,002748
7,2015-03-30,15.605,15.625,15.871,15.48,71910.0,002748
8,2015-03-31,15.605,15.567,15.736,15.499,39837.0,002748
9,2015-04-01,15.639,15.678,15.731,15.557,31220.0,002748
10,2015-04-02,15.716,16.102,16.203,15.663,58918.0,002748
11,2015-04-03,15.904,16.328,16.666,15.793,63729.0,002748
12,2015-04-07,16.377,16.492,16.81,16.184,54413.0,002748
13,2015-04-08,16.497,16.574,16.622,16.155,68834.0,002748
14,2015-04-09,16.545,16.28,16.545,15.712,43313.0,002748
15,2015-04-10,16.193,16.299,16.434,15.952,31540.0,002748
16,2015-04-13,16.299,16.656,16.724,16.203,49185.0,002748
17,2015-04-14,16.719,16.29,16.815,16.28,42916.0,002748
18,2015-04-15,16.145,15.499,16.232,15.499,38828.0,002748
19,2015-04-16,15.504,15.726,15.89,15.499,21803.0,002748
20,2015-04-17,15.904,15.977,16.087,15.846,26529.0,002748
21,2015-04-20,15.967,15.721,15.967,15.663,21289.0,002748
22,2015-04-21,15.687,16.208,16.232,15.668,27739.0,002748
23,2015-04-22,16.193,16.314,16.521,16.16,27738.0,002748
24,2015-04-23,16.189,16.054,16.299,15.962,37273.0,002748
25,2015-04-24,15.904,16.126,16.222,15.731,26416.0,002748
26,2015-04-27,16.145,17.74,17.74,16.145,77955.0,002748
27,2015-04-28,18.324,19.109,19.466,17.451,168062.0,002748
28,2015-04-29,18.261,18.213,19.032,17.254,94632.0,002748
29,2015-04-30,18.261,17.591,18.483,17.586,62124.0,002748
30,2015-05-04,17.374,17.466,17.524,16.796,40697.0,002748
31,2015-05-05,17.36,16.656,17.461,16.656,35776.0,002748
32,2015-05-06,16.646,16.001,16.931,15.822,35057.0,002748
33,2015-05-07,16.049,15.239,16.184,15.22,32348.0,002748
34,2015-05-08,15.519,16.627,16.675,15.369,44176.0,002748
35,2015-05-11,16.642,17.206,17.34,16.295,48566.0,002748
36,2015-05-12,17.206,17.206,17.663,16.974,53611.0,002748
37,2015-05-13,17.109,18.733,18.921,16.868,91036.0,002748
38,2015-05-14,18.642,19.75,20.324,18.362,96539.0,002748
39,2015-05-15,19.615,20.049,20.709,18.608,88193.0,002748
40,2015-05-18,19.953,22.054,22.054,19.76,71455.0,002748
41,2015-05-19,23.182,21.495,23.62,20.772,89082.0,002748
42,2015-05-20,21.003,21.153,22.411,20.917,68731.0,002748
43,2015-05-21,20.748,20.95,21.196,20.324,54908.0,002748
44,2015-05-22,21.09,23.047,23.047,20.627,90437.0,002748
45,2015-05-25,22.652,24.088,25.158,22.131,89846.0,002748
46,2015-05-26,23.953,26.497,26.497,23.712,83018.0,002748
47,2015-05-27,27.948,29.148,29.148,26.989,60431.0,002748
48,2015-05-28,31.341,27.808,32.064,26.266,88567.0,002748
49,2015-05-29,25.688,27.134,29.399,25.028,99855.0,002748
50,2015-06-01,26.652,26.218,27.095,24.96,71533.0,002748
51,2015-06-02,26.218,26.695,26.979,25.35,51752.0,002748
52,2015-06-03,26.7,27.057,27.929,26.122,51444.0,002748
53,2015-06-04,26.724,24.353,27.351,24.353,51746.0,002748
54,2015-06-05,24.97,23.919,25.254,23.615,48193.0,002748
55,2015-06-08,24.242,22.497,24.338,22.218,42756.0,002748
56,2015-06-09,22.492,23.254,23.452,22.223,29858.0,002748
57,2015-06-10,23.037,24.338,24.772,22.873,40923.0,002748
58,2015-06-11,24.348,25.881,25.919,24.348,48820.0,002748
59,2015-06-12,25.958,24.83,26.242,24.724,48616.0,002748
60,2015-06-15,24.387,22.724,24.411,22.7,39425.0,002748
61,2015-06-16,22.314,21.784,22.314,21.639,27263.0,002748
62,2015-06-17,21.977,22.82,22.893,21.639,24343.0,002748
63,2015-06-18,22.661,20.989,22.661,20.724,23536.0,002748
64,2015-06-19,20.96,19.326,20.96,18.941,25470.0,002748
65,2015-06-23,19.509,20.541,20.541,18.796,25061.0,002748
66,2015-06-24,20.719,21.042,21.297,20.382,23687.0,002748
67,2015-06-25,21.037,19.504,21.037,19.268,22894.0,002748
68,2015-06-26,18.994,17.553,18.994,17.553,23299.0,002748
69,2015-06-29,18.343,15.952,18.343,15.798,31014.0,002748
70,2015-06-30,15.996,17.379,17.422,14.463,36555.0,002748
71,2015-07-01,16.907,16.29,18.256,16.054,33087.0,002748
72,2015-07-02,16.555,15.408,16.724,15.181,24398.0,002748
73,2015-07-03,15.133,14.217,16.193,13.976,25430.0,002748
74,2015-07-06,15.639,14.507,15.639,13.384,27635.0,002748
75,2015-07-07,13.976,13.056,14.111,13.056,16303.0,002748
76,2015-07-08,11.75,11.75,11.75,11.75,7058.0,002748
77,2015-07-09,10.897,12.926,12.926,10.897,34346.0,002748
78,2015-07-10,13.88,14.217,14.217,13.495,17117.0,002748
79,2015-07-13,15.615,15.639,15.639,15.191,34476.0,002748
80,2015-07-14,15.904,16.266,17.008,14.945,63961.0,002748
81,2015-07-15,15.784,14.642,15.784,14.642,26569.0,002748
82,2015-07-16,14.714,14.825,15.445,13.183,30841.0,002748
83,2015-07-17,14.859,15.76,15.944,14.835,23446.0,002748
84,2015-07-20,15.571,15.59,16.142,15.295,28359.0,002748
85,2015-07-21,15.401,15.968,16.075,15.183,26075.0,002748
86,2015-07-22,15.774,16.007,16.322,15.498,23005.0,002748
87,2015-07-23,15.794,17.61,17.61,15.794,50582.0,002748
88,2015-07-24,17.716,16.951,18.404,16.733,57804.0,002748
89,2015-07-27,16.467,15.256,17.416,15.256,32598.0,002748
90,2015-07-28,14.263,14.336,15.426,13.735,28419.0,002748
91,2015-07-29,14.772,15.769,15.769,14.142,26025.0,002748
92,2015-07-30,15.789,15.329,16.903,15.28,34148.0,002748
93,2015-07-31,15.038,15.74,16.457,14.626,30879.0,002748
94,2015-08-03,15.498,16.743,16.743,15.363,52394.0,002748
95,2015-08-04,16.893,17.426,17.566,16.22,61699.0,002748
96,2015-08-05,16.903,17.494,18.114,16.762,56513.0,002748
97,2015-08-06,17.097,16.394,17.266,16.37,31957.0,002748
98,2015-08-07,16.481,16.714,16.927,16.409,22481.0,002748
99,2015-08-10,16.719,17.314,17.557,16.719,32543.0,002748
100,2015-08-11,17.281,17.503,17.775,17.111,38011.0,002748
101,2015-08-12,17.339,16.758,17.678,16.733,28658.0,002748
102,2015-08-13,16.762,16.966,16.98,16.239,17890.0,002748
103,2015-08-14,16.98,17.024,17.189,16.801,22631.0,002748
104,2015-08-17,16.52,16.283,16.893,16.113,25161.0,002748
105,2015-08-18,16.191,14.656,16.52,14.656,28172.0,002748
106,2015-08-19,14.675,15.154,15.251,13.532,21736.0,002748
107,2015-08-20,15.082,14.67,15.159,14.472,14719.0,002748
108,2015-08-21,14.433,13.58,14.656,13.561,12723.0,002748
109,2015-08-24,13.697,12.224,13.697,12.224,16419.0,002748
110,2015-08-25,11.11,11.004,11.851,11.004,20590.0,002748
111,2015-08-26,11.377,11.735,12.103,10.897,31729.0,002748
112,2015-08-27,11.934,12.907,12.907,11.909,38541.0,002748
113,2015-08-28,12.985,13.764,14.142,12.985,40154.0,002748
114,2015-08-31,13.987,12.413,13.987,12.389,29095.0,002748
115,2015-09-01,12.224,12.186,13.319,11.527,38416.0,002748
116,2015-09-02,11.139,12.239,13.387,10.975,45959.0,002748
117,2015-09-07,12.113,12.064,12.796,12.011,24505.0,002748
118,2015-09-08,11.963,12.728,12.825,11.619,17529.0,002748
119,2015-09-09,12.728,13.057,13.174,12.646,28384.0,002748
